path,common_name,scientific_name,start_time,end_time,confidence
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_198.35.wav,Song Sparrow,Melospiza melodia,0,3,0.268864244222641
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_20.950000000000003.wav,Song Sparrow,Melospiza melodia,0,2,0.6099869608879089
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_205.65.wav,Wrentit,Chamaea fasciata,3,6,0.5199229717254639
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_213.45.wav,Common Yellowthroat,Geothlypis trichas,0,3,0.30963465571403503
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_23.65.wav,California Towhee,Melozone crissalis,0,3,0.25608229637145996
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_252.15.wav,Lesser Goldfinch,Spinus psaltria,0,3,0.6778656840324402
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_255.25.wav,Lesser Goldfinch,Spinus psaltria,0,3,0.7006710767745972
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_271.75.wav,Lesser Goldfinch,Spinus psaltria,0,2,0.25036758184432983
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_285.35.wav,Lesser Goldfinch,Spinus psaltria,0,3,0.7346505522727966
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_55.550000000000004.wav,Yellow Warbler,Setophaga petechia,3,6,0.5866597294807434
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_77.05.wav,California Towhee,Melozone crissalis,0,3,0.7304083108901978
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_81.45.wav,California Towhee,Melozone crissalis,0,3,0.2513987123966217
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_91.05.wav,House Wren,Troglodytes aedon,3,5,0.3804636299610138
D:/uwin_sounds/split_audio\OCCA\Jordan_Rodriguez_-_IRC02\20210421_065000_98.75.wav,Lesser Goldfinch,Spinus psaltria,3,6,0.6701977252960205
