path,common_name,scientific_name,start_time,end_time,confidence
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,3,6,0.3165699243545532
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_189.25\20210424_062400_189.25.wav,American Robin,Turdus migratorius,6,7,0.9206569194793701
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_197.15\20210424_062400_197.15.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.27527520060539246
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_20.35\20210424_062400_20.35.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9921248555183411
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_20.35\20210424_062400_20.35.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9921248555183411
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_20.35\20210424_062400_20.35.wav,White-throated Sparrow,Zonotrichia albicollis,3,6,0.31005775928497314
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_200.45\20210424_062400_200.45.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.5422674417495728
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_205.35\20210424_062400_205.35.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.8501485586166382
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_205.35\20210424_062400_205.35.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.8501485586166382
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_205.35\20210424_062400_205.35.wav,Tufted Titmouse,Baeolophus bicolor,3,6,0.6827347278594971
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_211.55\20210424_062400_211.55.wav,Yellow-rumped Warbler,Setophaga coronata,0,3,0.31324705481529236
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_215.85\20210424_062400_215.85.wav,American Robin,Turdus migratorius,0,3,0.536492109298706
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_219.35\20210424_062400_219.35.wav,American Robin,Turdus migratorius,0,3,0.7307316660881042
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_219.35\20210424_062400_219.35.wav,American Robin,Turdus migratorius,0,3,0.7307316660881042
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_219.35\20210424_062400_219.35.wav,Northern Cardinal,Cardinalis cardinalis,3,6,0.6469774842262268
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_226.15\20210424_062400_226.15.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.7012609243392944
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,American Robin,Turdus migratorius,0,3,0.8730531334877014
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,American Robin,Turdus migratorius,0,3,0.8730531334877014
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,American Robin,Turdus migratorius,3,6,0.95393306016922
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,American Robin,Turdus migratorius,0,3,0.8730531334877014
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,American Robin,Turdus migratorius,3,6,0.95393306016922
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_229.15\20210424_062400_229.15.wav,Tufted Titmouse,Baeolophus bicolor,6,7,0.41328102350234985
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_236.75\20210424_062400_236.75.wav,American Robin,Turdus migratorius,0,3,0.5693709254264832
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_236.75\20210424_062400_236.75.wav,American Robin,Turdus migratorius,0,3,0.5693709254264832
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_236.75\20210424_062400_236.75.wav,American Robin,Turdus migratorius,3,4,0.4536730945110321
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_241.25\20210424_062400_241.25.wav,American Robin,Turdus migratorius,0,2,0.8357519507408142
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_244.05\20210424_062400_244.05.wav,American Robin,Turdus migratorius,0,3,0.3334325850009918
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_248.65\20210424_062400_248.65.wav,American Robin,Turdus migratorius,0,3,0.9151155352592468
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_248.65\20210424_062400_248.65.wav,American Robin,Turdus migratorius,0,3,0.9151155352592468
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_248.65\20210424_062400_248.65.wav,American Robin,Turdus migratorius,3,6,0.6731711626052856
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_254.75\20210424_062400_254.75.wav,American Robin,Turdus migratorius,0,3,0.8562850952148438
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_254.75\20210424_062400_254.75.wav,American Robin,Turdus migratorius,0,3,0.8562850952148438
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_254.75\20210424_062400_254.75.wav,Northern Cardinal,Cardinalis cardinalis,3,6,0.8027482032775879
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_26.550000000000004\20210424_062400_26.550000000000004.wav,Black-throated Green Warbler,Setophaga virens,0,2,0.5339987874031067
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_260.75\20210424_062400_260.75.wav,Northern Cardinal,Cardinalis cardinalis,0,2,0.8520496487617493
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_263.55\20210424_062400_263.55.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.9527786374092102
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_263.55\20210424_062400_263.55.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.9527786374092102
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_263.55\20210424_062400_263.55.wav,Northern Cardinal,Cardinalis cardinalis,3,5,0.7601075768470764
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_269.25\20210424_062400_269.25.wav,American Robin,Turdus migratorius,0,3,0.881481409072876
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_269.25\20210424_062400_269.25.wav,American Robin,Turdus migratorius,0,3,0.881481409072876
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_269.25\20210424_062400_269.25.wav,American Robin,Turdus migratorius,3,6,0.8871706128120422
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_276.15\20210424_062400_276.15.wav,American Robin,Turdus migratorius,0,3,0.6907107830047607
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_276.15\20210424_062400_276.15.wav,American Robin,Turdus migratorius,0,3,0.6907107830047607
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_276.15\20210424_062400_276.15.wav,Northern Cardinal,Cardinalis cardinalis,3,5,0.2960270643234253
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_281.55\20210424_062400_281.55.wav,American Robin,Turdus migratorius,0,2,0.9519592523574829
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_284.25\20210424_062400_284.25.wav,American Robin,Turdus migratorius,0,3,0.5258339643478394
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_284.25\20210424_062400_284.25.wav,American Robin,Turdus migratorius,0,3,0.5258339643478394
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_284.25\20210424_062400_284.25.wav,American Robin,Turdus migratorius,3,6,0.9630590081214905
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_29.450000000000003\20210424_062400_29.450000000000003.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.8730674982070923
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_29.450000000000003\20210424_062400_29.450000000000003.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.8730674982070923
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_29.450000000000003\20210424_062400_29.450000000000003.wav,White-throated Sparrow,Zonotrichia albicollis,3,6,0.8570214509963989
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_295.05\20210424_062400_295.05.wav,American Robin,Turdus migratorius,0,3,0.8433032631874084
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_299.85\20210424_062400_299.85.wav,American Robin,Turdus migratorius,0,3,0.742153525352478
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_36.35\20210424_062400_36.35.wav,Northern Cardinal,Cardinalis cardinalis,0,3,0.7811506390571594
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_40.050000000000004\20210424_062400_40.050000000000004.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.8530469536781311
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_43.75\20210424_062400_43.75.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.7940616607666016
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_43.75\20210424_062400_43.75.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.7940616607666016
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_43.75\20210424_062400_43.75.wav,Tufted Titmouse,Baeolophus bicolor,3,6,0.9344309568405151
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_50.35\20210424_062400_50.35.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.7118564248085022
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_50.35\20210424_062400_50.35.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.7118564248085022
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_50.35\20210424_062400_50.35.wav,Tufted Titmouse,Baeolophus bicolor,3,4,0.5147747993469238
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_55.050000000000004\20210424_062400_55.050000000000004.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9475896954536438
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.8807796835899353
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.8807796835899353
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,White-throated Sparrow,Zonotrichia albicollis,3,6,0.9466724991798401
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.8807796835899353
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,White-throated Sparrow,Zonotrichia albicollis,3,6,0.9466724991798401
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_58.85\20210424_062400_58.85.wav,White-throated Sparrow,Zonotrichia albicollis,6,8,0.6801826357841492
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_6.450000000000003\20210424_062400_6.450000000000003.wav,American Crow,Corvus brachyrhynchos,3,4,0.7249235510826111
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_66.85000000000001\20210424_062400_66.85000000000001.wav,Northern Cardinal,Cardinalis cardinalis,0,1,0.711732029914856
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_68.65\20210424_062400_68.65.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.8455368280410767
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_68.65\20210424_062400_68.65.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.8455368280410767
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_68.65\20210424_062400_68.65.wav,Black-capped Chickadee,Poecile atricapillus,3,5,0.9441218972206116
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_74.05\20210424_062400_74.05.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.6188798546791077
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210424_062400_74.05\20210424_062400_74.05.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.6188798546791077
